,ref_img,other_img,result,expected_result,cos_dist_np,cos_dist_sfe,total_time,sfe_time,extraction_time,server.Command being timed,server.User time (seconds),server.System time (seconds),server.Percent of CPU this job got,server.Elapsed (wall clock) time (h:mm:ss or m:ss),server.Average shared text size (kbytes),server.Average unshared data size (kbytes),server.Average stack size (kbytes),server.Average total size (kbytes),server.Maximum resident set size (kbytes),server.Average resident set size (kbytes),server.Major (requiring I/O) page faults,server.Minor (reclaiming a frame) page faults,server.Voluntary context switches,server.Involuntary context switches,server.Swaps,server.File system inputs,server.File system outputs,server.Socket messages sent,server.Socket messages received,server.Signals delivered,server.Page size (bytes),server.Exit status,client.Command being timed,client.User time (seconds),client.System time (seconds),client.Percent of CPU this job got,client.Elapsed (wall clock) time (h:mm:ss or m:ss),client.Average shared text size (kbytes),client.Average unshared data size (kbytes),client.Average stack size (kbytes),client.Average total size (kbytes),client.Maximum resident set size (kbytes),client.Average resident set size (kbytes),client.Major (requiring I/O) page faults,client.Minor (reclaiming a frame) page faults,client.Voluntary context switches,client.Involuntary context switches,client.Swaps,client.File system inputs,client.File system outputs,client.Socket messages sent,client.Socket messages received,client.Signals delivered,client.Page size (bytes),client.Exit status,energy_client,energy_server,server.hardware.aes.performance,server.hardware.rtt,server.hardware.throughput,server.online_time.bool.local_gates,server.online_time.bool.interactive_gates,server.online_time.bool.layer_finish,server.online_time.yao.local_gates,server.online_time.yao.interactive_gates,server.online_time.yao.layer_finish,server.online_time.yao_rev.local_gates,server.online_time.yao_rev.interactive_gates,server.online_time.yao_rev.layer_finish,server.online_time.arith.local_gates,server.online_time.arith.interactive_gates,server.online_time.arith.layer_finish,server.online_time.splut.local_gates,server.online_time.splut.interactive_gates,server.online_time.splut.layer_finish,server.online_time.communication,server.complexities.boolean_sharing.ands,server.complexities.boolean_sharing.depth,server.complexities.total_vec_and,server.complexities.total_non_vec_and,server.complexities.xor_vals,server.complexities.gates,server.complexities.comb_gates,server.complexities.combstruct_gates,server.complexities.perm_gates,server.complexities.subset_gates,server.complexities.split_gates,server.complexities.yao.ands,server.complexities.yao.depth,server.complexities.reverse_yao.ands,server.complexities.reverse_yao.depth,server.complexities.arithmetic_sharing.muls,server.complexities.arithmetic_sharing.depth,server.complexities.sp_lut_sharing.ot_gates_total,server.complexities.sp_lut_sharing.depth,server.complexities.total_nr_of_gates,server.complexities.total_depth,server.timings.total,server.timings.init,server.timings.circuitgen,server.timings.network,server.timings.baseots,server.timings.setup,server.timings.otextension,server.timings.garbling,server.timings.online,server.communication.total.sent,server.communication.total.received,server.communication.base_ots.sent,server.communication.base_ots.received,server.communication.setup.sent,server.communication.setup.received,server.communication.otextension.sent,server.communication.otextension.received,server.communication.garbling.sent,server.communication.garbling.received,server.communication.online.sent,server.communication.online.received,server.cos_dist_ver,server.cos_dist_sfe,client.hardware.aes.performance,client.hardware.rtt,client.hardware.throughput,client.online_time.bool.local_gates,client.online_time.bool.interactive_gates,client.online_time.bool.layer_finish,client.online_time.yao.local_gates,client.online_time.yao.interactive_gates,client.online_time.yao.layer_finish,client.online_time.yao_rev.local_gates,client.online_time.yao_rev.interactive_gates,client.online_time.yao_rev.layer_finish,client.online_time.arith.local_gates,client.online_time.arith.interactive_gates,client.online_time.arith.layer_finish,client.online_time.splut.local_gates,client.online_time.splut.interactive_gates,client.online_time.splut.layer_finish,client.online_time.communication,client.complexities.boolean_sharing.ands,client.complexities.boolean_sharing.depth,client.complexities.total_vec_and,client.complexities.total_non_vec_and,client.complexities.xor_vals,client.complexities.gates,client.complexities.comb_gates,client.complexities.combstruct_gates,client.complexities.perm_gates,client.complexities.subset_gates,client.complexities.split_gates,client.complexities.yao.ands,client.complexities.yao.depth,client.complexities.reverse_yao.ands,client.complexities.reverse_yao.depth,client.complexities.arithmetic_sharing.muls,client.complexities.arithmetic_sharing.depth,client.complexities.sp_lut_sharing.ot_gates_total,client.complexities.sp_lut_sharing.depth,client.complexities.total_nr_of_gates,client.complexities.total_depth,client.timings.total,client.timings.init,client.timings.circuitgen,client.timings.network,client.timings.baseots,client.timings.setup,client.timings.otextension,client.timings.garbling,client.timings.online,client.communication.total.sent,client.communication.total.received,client.communication.base_ots.sent,client.communication.base_ots.received,client.communication.setup.sent,client.communication.setup.received,client.communication.otextension.sent,client.communication.otextension.received,client.communication.garbling.sent,client.communication.garbling.received,client.communication.online.sent,client.communication.online.received,client.cos_dist_ver,client.cos_dist_sfe
0,lfw/Adrian_McPherson/Adrian_McPherson_0001.jpg,lfw/Franz_Muentefering/Franz_Muentefering_0001.jpg,False,False,1931063,1931063.0,276.90962266921997,260.0522301197052,16.85739254951477,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_int_scen_simd -r 0 -a 192.168.1.177 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",23.36,2.81,10%,4:19.42,0,0,0,0,135532,0,0,39310,25281,7655,0,8,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_int_scen_simd -r 1 -a 192.168.1.177 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",23.19,2.76,9%,4:19.58,0,0,0,0,135680,0,0,38295,29981,8056,0,0,0,0,0,0,4096,0,not measured,not measured,47.4268787760,1931063,8.5546875000,0.5422051355,0.0060000000,0.0020000000,0.0950000000,0.0030000000,0.0010000000,0.0000000000,0.0040000000,0.0020000000,0.0020000000,0.1200000000,0.0380000000,0.0620000000,0.0030000000,0.0020000000,0.0170000000,15.9660000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,2,0,1,259,2,263.2820000000,22034.1090000000,0.2980000000,25.0020000000,237074.1530000000,246.3810000000,246.2300000000,0.0040000000,16.8960000000,74851,74851,67138388,67138388,73796,73796,73796,73796,0,0,1055,1055,1931063,48.5908026626,1931063,8.6144375000,0.5623260490,0.0060000000,0.0020000000,0.0060000000,0.0030000000,0.0010000000,0.0010000000,0.0030000000,0.0010000000,0.0010000000,0.1210000000,0.0320000000,0.0580000000,0.0030000000,0.0030000000,0.0150000000,12.5490000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,2,0,1,259,2,298.8450000000,21465.4000000000,0.3060000000,746.2510000000,237053.6370000000,268.4110000000,268.2470000000,0.0040000000,30.4270000000,74860,74851,67138379,67138388,73805,73796,73796,73796,0,0,1055,1055,1931063
0,lfw/Adrian_Nastase/Adrian_Nastase_0001.jpg,lfw/Adrian_Nastase/Adrian_Nastase_0002.jpg,False,True,2187405,2187405.0,292.776908159256,275.72515630722046,17.051751852035522,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_int_scen_simd -r 0 -a 192.168.1.177 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",24.37,2.63,9%,4:34.83,0,0,0,0,135612,0,0,39299,26375,8720,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_int_scen_simd -r 1 -a 192.168.1.177 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",24.15,2.91,9%,4:35.17,0,0,0,0,135500,0,1,38284,29756,9622,0,0,0,0,0,0,4096,0,not measured,not measured,47.2950357163,2187405,8.4205625000,0.5114037584,0.0060000000,0.0020000000,0.0050000000,0.0030000000,0.0020000000,0.0010000000,0.0020000000,0.0030000000,0.0000000000,0.1190000000,0.0320000000,0.0570000000,0.0020000000,0.0040000000,0.0140000000,8.4240000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,2,0,1,259,2,1263.8660000000,22092.2240000000,0.3580000000,23.0450000000,251429.5120000000,1250.5410000000,1250.3870000000,0.0040000000,13.3190000000,74851,74851,67138388,67138388,73796,73805,73796,73804,0,0,1055,1046,2187405,48.4329458871,2187405,8.5661250000,0.5239999939,0.0060000000,0.0020000000,0.0060000000,0.0020000000,0.0030000000,0.0020000000,0.0030000000,0.0020000000,0.0020000000,0.1260000000,0.0320000000,0.0570000000,0.0030000000,0.0030000000,0.0140000000,12.4780000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,2,0,1,259,2,1327.0330000000,21531.7240000000,0.3310000000,926.8200000000,251370.9760000000,1308.0830000000,1307.7420000000,0.0040000000,18.9450000000,74860,74851,67138379,67138388,73805,73796,73796,73796,0,0,1055,1055,2187405
0,lfw/Adrian_Nastase/Adrian_Nastase_0001.jpg,lfw/Edward_Johnson/Edward_Johnson_0001.jpg,False,False,1878407,1878407.0,331.9873208999634,314.60393476486206,17.38338613510132,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_int_scen_simd -r 0 -a 192.168.1.177 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",23.66,2.89,8%,5:14.10,0,0,0,0,135528,0,0,39312,26859,11244,0,8,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_int_scen_simd -r 1 -a 192.168.1.177 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",23.64,2.83,8%,5:14.14,0,0,0,0,135608,0,0,38279,32781,8918,0,0,0,0,0,0,4096,0,not measured,not measured,47.3341731143,1878407,38.9444375000,0.4413678652,0.0040000000,0.0020000000,0.0040000000,0.0030000000,0.0020000000,0.0020000000,0.0020000000,0.0020000000,0.0020000000,0.1180000000,0.0320000000,0.0540000000,0.0020000000,0.0020000000,0.0120000000,10.4540000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,2,0,1,259,2,535.7850000000,22074.9730000000,0.2950000000,24.6330000000,291437.4710000000,520.9950000000,520.8310000000,0.0050000000,14.7850000000,74851,74851,67138388,67138388,73796,73797,73796,73797,0,0,1055,1054,1878407,48.3330479292,1878407,38.5040625000,0.4501579349,0.0060000000,0.0030000000,0.0050000000,0.0020000000,0.0030000000,0.0010000000,0.0020000000,0.0010000000,0.0010000000,0.1180000000,0.0320000000,0.0610000000,0.0020000000,0.0020000000,0.0140000000,14.5100000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,2,0,1,259,2,537.0380000000,21575.5360000000,0.3090000000,574.3040000000,291437.7610000000,518.5220000000,518.1930000000,0.0040000000,18.5100000000,74860,74851,67138379,67138388,73805,73796,73796,73796,0,0,1055,1055,1878407
0,lfw/Adrien_Brody/Adrien_Brody_0001.jpg,lfw/Adrien_Brody/Adrien_Brody_0003.jpg,False,True,2182174,2182174.0,327.21864128112793,310.3222472667694,16.89639401435852,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_int_scen_simd -r 0 -a 192.168.1.177 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",23.75,2.87,8%,5:09.58,0,0,0,0,135588,0,0,39299,26924,8766,0,8,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_int_scen_simd -r 1 -a 192.168.1.177 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",23.65,2.87,8%,5:09.65,0,0,0,0,135512,0,0,38297,31874,9280,0,0,0,0,0,0,4096,0,not measured,not measured,47.4121200843,2182174,8.2019375000,0.4474891654,0.0040000000,0.0020000000,0.0050000000,0.0020000000,0.0020000000,0.0020000000,0.0010000000,0.0030000000,0.0020000000,0.1180000000,0.0320000000,0.0570000000,0.0020000000,0.0020000000,0.0130000000,11.2130000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,2,0,1,259,2,523.4910000000,22036.9360000000,0.3790000000,19.3470000000,286974.8110000000,507.3700000000,507.2200000000,0.0040000000,16.1160000000,74851,74851,67138388,67138388,73796,73805,73796,73805,0,0,1055,1046,2182174,48.1469625849,2182174,7.9841875000,0.4570134097,0.0060000000,0.0020000000,0.0060000000,0.0030000000,0.0030000000,0.0010000000,0.0020000000,0.0020000000,0.0010000000,0.1280000000,0.0320000000,0.0570000000,0.0030000000,0.0020000000,0.0140000000,14.7810000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,2,0,1,259,2,522.7180000000,21657.9180000000,0.3990000000,476.0760000000,286975.5640000000,504.7520000000,504.5620000000,0.0040000000,17.9600000000,74860,74851,67138379,67138388,73805,73796,73805,73796,0,0,1055,1055,2182174
0,lfw/Adrien_Brody/Adrien_Brody_0001.jpg,lfw/Adrien_Brody/Adrien_Brody_0004.jpg,False,True,2203658,2203658.0,351.9318916797638,335.20513463020325,16.726757049560547,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_int_scen_simd -r 0 -a 192.168.1.177 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",23.80,2.92,7%,5:34.69,0,0,0,0,135608,0,0,39317,28033,9091,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_int_scen_simd -r 1 -a 192.168.1.177 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",23.19,2.99,7%,5:34.74,0,0,0,0,135516,0,0,38300,30675,9342,0,0,0,0,0,0,4096,0,not measured,not measured,47.4089306388,2203658,27.9774375000,0.4120511015,0.0050000000,0.0020000000,0.0050000000,0.0030000000,0.0020000000,0.0010000000,0.0090000000,0.0020000000,0.0020000000,0.1280000000,0.0310000000,0.0570000000,0.0020000000,0.0040000000,0.0180000000,11.8350000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,2,0,1,259,2,577.9290000000,22036.6460000000,0.3210000000,141.3640000000,311921.8830000000,559.0540000000,558.8990000000,0.0040000000,18.8700000000,74851,74851,67138388,67138388,73796,73796,73796,73796,0,0,1055,1055,2203658,48.2604761169,2203658,28.0928750000,0.4231017048,0.0060000000,0.0020000000,0.0050000000,0.0030000000,0.0020000000,0.0010000000,0.0030000000,0.0020000000,0.0020000000,0.1260000000,0.0320000000,0.0570000000,0.0020000000,0.0020000000,0.0140000000,9.3090000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,2,0,1,259,2,579.8490000000,21608.0970000000,0.3110000000,619.0860000000,311919.7030000000,568.7540000000,568.5990000000,0.0040000000,11.0890000000,74860,74851,67138379,67138388,73805,73805,73805,73805,0,0,1055,1046,2203658
0,lfw/Adrien_Brody/Adrien_Brody_0001.jpg,lfw/Adrien_Brody/Adrien_Brody_0005.jpg,False,True,2149458,2149458.0,307.8759078979492,291.19915223121643,16.676755666732788,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_int_scen_simd -r 0 -a 192.168.1.177 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",23.46,2.73,9%,4:50.46,0,0,0,0,135672,0,0,39315,27418,8145,0,8,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_int_scen_simd -r 1 -a 192.168.1.177 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",22.96,3.16,8%,4:50.80,0,0,0,0,135508,0,1,38298,31516,10882,0,0,0,0,0,0,4096,0,not measured,not measured,47.4214516216,2149458,15.3385625000,0.4791022307,0.0040000000,0.0020000000,0.0030000000,0.0020000000,0.0020000000,0.0010000000,0.0030000000,0.0020000000,0.0020000000,0.1200000000,0.0380000000,0.0690000000,0.0030000000,0.0020000000,0.0120000000,6.0960000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,2,0,1,259,2,198.3210000000,22013.5660000000,0.3240000000,22.2080000000,268198.6400000000,188.3050000000,188.1520000000,0.0040000000,10.0100000000,74851,74851,67138388,67138388,73796,73805,73796,73805,0,0,1055,1046,2149458,48.2546063828,2149458,15.2963125000,0.4892560013,0.0060000000,0.0020000000,0.0050000000,0.0020000000,0.0010000000,0.0010000000,0.0020000000,0.0020000000,0.0020000000,0.1380000000,0.0360000000,0.0840000000,0.0030000000,0.0030000000,0.0140000000,8.4650000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,2,0,1,259,2,199.6000000000,21609.6270000000,0.3250000000,770.6760000000,268201.8730000000,187.4850000000,187.3270000000,0.0040000000,12.1100000000,74851,74851,67138388,67138388,73796,73796,73796,73796,0,0,1055,1055,2149458
0,lfw/Adrien_Brody/Adrien_Brody_0001.jpg,lfw/Adrien_Brody/Adrien_Brody_0006.jpg,False,True,2319735,2319735.0,314.1854598522186,297.59616351127625,16.589296340942383,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_int_scen_simd -r 0 -a 192.168.1.177 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",23.61,2.66,8%,4:57.12,0,0,0,0,135512,0,0,39310,26240,8446,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_int_scen_simd -r 1 -a 192.168.1.177 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",23.09,3.13,8%,4:57.20,0,0,0,0,135700,0,0,38283,31526,9287,0,0,0,0,0,0,4096,0,not measured,not measured,47.3668298232,2319735,10.5075000000,0.4696876610,0.0060000000,0.0020000000,0.0040000000,0.0030000000,0.0080000000,0.0020000000,0.0020000000,0.0040000000,0.0010000000,0.1190000000,0.0320000000,0.0560000000,0.0020000000,0.0020000000,0.0130000000,13.7270000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,2,0,1,259,2,290.3660000000,22056.0920000000,0.2950000000,1213.5330000000,273539.4200000000,272.3450000000,272.1910000000,0.0040000000,18.0160000000,74851,74851,67138388,67138388,73796,73796,73796,73796,0,0,1055,1055,2319735,48.2683949015,2319735,23.5446250000,0.4909246292,0.0050000000,0.0030000000,0.0040000000,0.0030000000,0.0020000000,0.0020000000,0.0020000000,0.0020000000,0.0020000000,0.1180000000,0.0320000000,0.0550000000,0.0020000000,0.0020000000,0.0820000000,13.8660000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,2,0,1,259,2,296.2710000000,21603.8700000000,0.3290000000,1542.7960000000,273743.7500000000,277.0070000000,276.8430000000,0.0040000000,19.2580000000,74860,74851,67138379,67138388,73805,73796,73804,73796,0,0,1055,1055,2319735
0,lfw/Adrien_Brody/Adrien_Brody_0001.jpg,lfw/Adrien_Brody/Adrien_Brody_0007.jpg,False,True,2022818,2022818.0,375.1553785800934,358.580801486969,16.57457709312439,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_int_scen_simd -r 0 -a 192.168.1.177 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",23.60,2.76,7%,5:58.14,0,0,0,0,135612,0,1,39311,28805,9505,0,8,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_int_scen_simd -r 1 -a 192.168.1.177 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",23.30,2.85,7%,5:58.11,0,0,0,0,135588,0,0,38298,31556,9576,0,0,0,0,0,0,4096,0,not measured,not measured,47.3972608827,2022818,19.2201250000,0.3824223773,0.0050000000,0.0020000000,0.0050000000,0.0030000000,0.0010000000,0.0000000000,0.0020000000,0.0020000000,0.0020000000,0.1180000000,0.0310000000,0.0550000000,0.0020000000,0.0030000000,0.0130000000,6.4090000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,2,0,1,259,2,194.6460000000,22032.7000000000,0.3420000000,40.6660000000,335845.7160000000,181.8830000000,181.7340000000,0.0040000000,12.7570000000,74851,74851,67138388,67138388,73796,73805,73796,73805,0,0,1055,1046,2022818,48.2912741016,2022818,18.9403125000,0.3881225218,0.0050000000,0.0020000000,0.0050000000,0.0030000000,0.0020000000,0.0010000000,0.0020000000,0.0010000000,0.0020000000,0.1440000000,0.0320000000,0.0580000000,0.0020000000,0.0030000000,0.0140000000,8.6950000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,2,0,1,259,2,200.5540000000,21603.4330000000,0.3340000000,441.3310000000,335843.2110000000,183.8280000000,183.6240000000,0.0040000000,16.7210000000,74860,74851,67138379,67138388,73805,73796,73804,73796,0,0,1055,1055,2022818
0,lfw/Adrien_Brody/Adrien_Brody_0001.jpg,lfw/Adrien_Brody/Adrien_Brody_0008.jpg,False,True,2515346,2515346.0,299.7452325820923,283.13286781311035,16.612364768981934,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_int_scen_simd -r 0 -a 192.168.1.177 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",23.65,2.59,9%,4:42.66,0,0,0,0,135676,0,0,39316,24734,7884,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_int_scen_simd -r 1 -a 192.168.1.177 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",23.11,2.83,9%,4:42.73,0,0,0,0,135636,0,0,38297,29251,8515,0,0,0,0,0,0,4096,0,not measured,not measured,47.3994526382,2515346,10.4660000000,0.4937280625,0.0040000000,0.0020000000,0.0050000000,0.0020000000,0.0020000000,0.0020000000,0.0040000000,0.0020000000,0.0020000000,0.1170000000,0.0310000000,0.0520000000,0.0030000000,0.0020000000,0.0130000000,11.6340000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,2,0,1,259,2,319.9740000000,22042.4330000000,0.3310000000,51.7790000000,260223.2190000000,305.7690000000,305.6000000000,0.0040000000,14.1990000000,74851,74851,67138388,67138388,73796,73797,73796,73797,0,0,1055,1054,2515346,48.6654359634,2515346,10.5658750000,0.5045871863,0.0050000000,0.0020000000,0.0050000000,0.0030000000,0.0010000000,0.0010000000,0.0030000000,0.0010000000,0.0010000000,0.1380000000,0.0320000000,0.0560000000,0.0030000000,0.0020000000,0.0140000000,14.2130000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,2,0,1,259,2,326.6410000000,21429.9140000000,0.3180000000,731.1870000000,260223.3430000000,307.1080000000,306.9360000000,0.0040000000,19.5270000000,74851,74851,67138388,67138388,73796,73796,73796,73796,0,0,1055,1055,2515346
0,lfw/Adrien_Brody/Adrien_Brody_0001.jpg,lfw/Adrien_Brody/Adrien_Brody_0010.jpg,False,True,2234421,2234421.0,373.8038218021393,357.2478609085083,16.55596089363098,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_int_scen_simd -r 0 -a 192.168.1.177 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",23.48,2.85,7%,5:56.73,0,0,0,0,135608,0,0,39309,25896,8172,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_int_scen_simd -r 1 -a 192.168.1.177 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",23.49,2.60,7%,5:56.70,0,0,0,0,135688,0,0,38296,17793,5771,0,0,0,0,0,0,4096,0,not measured,not measured,47.3806965397,2234421,340.8018125000,0.3928818103,0.0050000000,0.0020000000,0.0040000000,0.0050000000,0.0010000000,0.0010000000,0.0020000000,0.0040000000,0.0000000000,0.1200000000,0.0330000000,0.0740000000,0.0020000000,0.0020000000,0.0140000000,8.6190000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,2,0,1,259,2,893.8090000000,22050.7810000000,0.3670000000,1673.5800000000,332096.4780000000,879.6750000000,879.5100000000,0.0040000000,14.1290000000,74851,74851,67138388,67138388,73796,73796,73796,73796,0,0,1055,1055,2234421,48.7556361801,2234421,348.0786250000,0.4010574733,0.0050000000,0.0020000000,0.0040000000,0.0020000000,0.0020000000,0.0020000000,0.0020000000,0.0020000000,0.0020000000,0.1190000000,0.0310000000,0.0540000000,0.0020000000,0.0020000000,0.0120000000,12.1090000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,2,0,1,259,2,897.8070000000,21391.5590000000,0.3250000000,2162.9630000000,332227.3730000000,881.7660000000,881.6090000000,0.0040000000,16.0370000000,74860,74851,67138379,67138388,73797,73796,73796,73796,0,0,1063,1055,2234421
