,ref_img,other_img,result,expected_result,cos_dist_np,cos_dist_sfe,total_time,sfe_time,extraction_time,server.Command being timed,server.User time (seconds),server.System time (seconds),server.Percent of CPU this job got,server.Elapsed (wall clock) time (h:mm:ss or m:ss),server.Average shared text size (kbytes),server.Average unshared data size (kbytes),server.Average stack size (kbytes),server.Average total size (kbytes),server.Maximum resident set size (kbytes),server.Average resident set size (kbytes),server.Major (requiring I/O) page faults,server.Minor (reclaiming a frame) page faults,server.Voluntary context switches,server.Involuntary context switches,server.Swaps,server.File system inputs,server.File system outputs,server.Socket messages sent,server.Socket messages received,server.Signals delivered,server.Page size (bytes),server.Exit status,client.Command being timed,client.User time (seconds),client.System time (seconds),client.Percent of CPU this job got,client.Elapsed (wall clock) time (h:mm:ss or m:ss),client.Average shared text size (kbytes),client.Average unshared data size (kbytes),client.Average stack size (kbytes),client.Average total size (kbytes),client.Maximum resident set size (kbytes),client.Average resident set size (kbytes),client.Major (requiring I/O) page faults,client.Minor (reclaiming a frame) page faults,client.Voluntary context switches,client.Involuntary context switches,client.Swaps,client.File system inputs,client.File system outputs,client.Socket messages sent,client.Socket messages received,client.Signals delivered,client.Page size (bytes),client.Exit status,energy_client,energy_server,server.hardware.aes.performance,server.hardware.rtt,server.hardware.throughput,server.online_time.bool.local_gates,server.online_time.bool.interactive_gates,server.online_time.bool.layer_finish,server.online_time.yao.local_gates,server.online_time.yao.interactive_gates,server.online_time.yao.layer_finish,server.online_time.yao_rev.local_gates,server.online_time.yao_rev.interactive_gates,server.online_time.yao_rev.layer_finish,server.online_time.arith.local_gates,server.online_time.arith.interactive_gates,server.online_time.arith.layer_finish,server.online_time.splut.local_gates,server.online_time.splut.interactive_gates,server.online_time.splut.layer_finish,server.online_time.communication,server.complexities.boolean_sharing.ands,server.complexities.boolean_sharing.depth,server.complexities.total_vec_and,server.complexities.total_non_vec_and,server.complexities.xor_vals,server.complexities.gates,server.complexities.comb_gates,server.complexities.combstruct_gates,server.complexities.perm_gates,server.complexities.subset_gates,server.complexities.split_gates,server.complexities.yao.ands,server.complexities.yao.depth,server.complexities.reverse_yao.ands,server.complexities.reverse_yao.depth,server.complexities.arithmetic_sharing.muls,server.complexities.arithmetic_sharing.depth,server.complexities.sp_lut_sharing.ot_gates_total,server.complexities.sp_lut_sharing.depth,server.complexities.total_nr_of_gates,server.complexities.total_depth,server.timings.total,server.timings.init,server.timings.circuitgen,server.timings.network,server.timings.baseots,server.timings.setup,server.timings.otextension,server.timings.garbling,server.timings.online,server.communication.total.sent,server.communication.total.received,server.communication.base_ots.sent,server.communication.base_ots.received,server.communication.setup.sent,server.communication.setup.received,server.communication.otextension.sent,server.communication.otextension.received,server.communication.garbling.sent,server.communication.garbling.received,server.communication.online.sent,server.communication.online.received,server.cos_dist_ver,server.cos_dist_sfe,client.hardware.aes.performance,client.hardware.rtt,client.hardware.throughput,client.online_time.bool.local_gates,client.online_time.bool.interactive_gates,client.online_time.bool.layer_finish,client.online_time.yao.local_gates,client.online_time.yao.interactive_gates,client.online_time.yao.layer_finish,client.online_time.yao_rev.local_gates,client.online_time.yao_rev.interactive_gates,client.online_time.yao_rev.layer_finish,client.online_time.arith.local_gates,client.online_time.arith.interactive_gates,client.online_time.arith.layer_finish,client.online_time.splut.local_gates,client.online_time.splut.interactive_gates,client.online_time.splut.layer_finish,client.online_time.communication,client.complexities.boolean_sharing.ands,client.complexities.boolean_sharing.depth,client.complexities.total_vec_and,client.complexities.total_non_vec_and,client.complexities.xor_vals,client.complexities.gates,client.complexities.comb_gates,client.complexities.combstruct_gates,client.complexities.perm_gates,client.complexities.subset_gates,client.complexities.split_gates,client.complexities.yao.ands,client.complexities.yao.depth,client.complexities.reverse_yao.ands,client.complexities.reverse_yao.depth,client.complexities.arithmetic_sharing.muls,client.complexities.arithmetic_sharing.depth,client.complexities.sp_lut_sharing.ot_gates_total,client.complexities.sp_lut_sharing.depth,client.complexities.total_nr_of_gates,client.complexities.total_depth,client.timings.total,client.timings.init,client.timings.circuitgen,client.timings.network,client.timings.baseots,client.timings.setup,client.timings.otextension,client.timings.garbling,client.timings.online,client.communication.total.sent,client.communication.total.received,client.communication.base_ots.sent,client.communication.base_ots.received,client.communication.setup.sent,client.communication.setup.received,client.communication.otextension.sent,client.communication.otextension.received,client.communication.garbling.sent,client.communication.garbling.received,client.communication.online.sent,client.communication.online.received,client.cos_dist_ver,client.cos_dist_sfe
0,lfw/Adrian_McPherson/Adrian_McPherson_0001.jpg,lfw/Griffin_Colvin/Griffin_Colvin_0001.jpg,False,False,0.9720336776226759,0.9720335007,589.4408655166626,574.9057834148407,14.5350821018219,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.1.177 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",29.03,8.07,6%,9:34.44,0,0,0,0,135652,0,3,67054,88182,43699,0,104,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.1.177 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",27.56,8.41,6%,9:34.48,0,0,0,0,135736,0,0,66922,102553,47606,0,0,0,0,0,0,4096,0,not measured,not measured,48.1513841901,32.5171875000,0.3054441973,237.9290000000,245.3230000000,243.6870000000,13.2480000000,9.4990000000,4.2230000000,15.8980000000,11.8740000000,4.1640000000,9.7000000000,12.1860000000,13.7110000000,8.8800000000,10.2250000000,72.3330000000,70901.6310000002,621887,7541,621887,621887,575264,194010,0,0,0,4096,0,0,0,0,0,0,0,0,1,437313,7541,129793.4880000000,21665.2190000000,0.3320000000,573.3400000000,420474.9360000000,57939.8800000000,57934.4440000000,0.0090000000,71853.6010000000,9781208,9781208,67138388,67138388,9551528,9551528,9551528,9551528,0,0,229680,229680,0.9720336795,0.9720335007,52.4753531107,32.6171250000,0.3123242353,230.9680000000,255.8070000000,246.7190000000,10.0190000000,9.6660000000,3.8600000000,8.8170000000,8.5170000000,5.0750000000,9.6520000000,11.3000000000,14.5510000000,8.8940000000,11.9850000000,83.1600000000,70906.7610000000,621887,7541,621887,621887,575264,194010,0,0,0,4096,0,0,0,0,0,0,0,0,1,437313,7541,129795.9900000000,19903.5420000000,0.3370000000,2386.6800000000,420476.2260000000,57936.6500000000,57931.3050000000,0.0080000000,71859.3330000000,9781217,9781208,67138379,67138388,9551537,9551528,9551528,9551528,0,0,229680,229680,0.9720336795,0.9720335007
0,lfw/Adrian_Nastase/Adrian_Nastase_0001.jpg,lfw/Adrian_Nastase/Adrian_Nastase_0002.jpg,True,True,0.5122029781341553,0.5122027397,473.35526609420776,457.1150920391083,16.240174055099487,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.1.177 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",28.98,8.13,8%,7:35.94,0,0,0,0,135724,0,3,67061,84437,42088,0,384,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.1.177 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",28.62,8.02,8%,7:36.27,0,0,0,0,135636,0,0,66930,99528,46262,0,0,0,0,0,0,4096,0,not measured,not measured,47.8783038251,32.9175625000,0.4123065305,231.3970000000,248.7930000000,244.3200000000,13.1850000000,8.7240000000,3.9390000000,12.5710000000,12.3810000000,3.1760000000,10.1950000000,12.0830000000,13.0680000000,9.1590000000,9.5730000000,78.1260000000,71041.2540000000,621887,7541,621887,621887,575264,194010,0,0,0,4096,0,0,0,0,0,0,0,0,1,437313,7541,119033.7150000000,21831.0990000000,0.3390000000,1208.9480000000,311850.2420000000,47047.4150000000,47041.9840000000,0.0100000000,71986.2910000000,9781208,9781208,67138388,67138388,9551528,9551528,9551528,9551528,0,0,229680,229680,0.5122028589,0.5122027397,50.1432903283,32.8638125000,0.4186071671,230.2110000000,244.1100000000,242.5590000000,10.9630000000,9.5420000000,2.8040000000,10.8870000000,7.9210000000,5.2000000000,10.4020000000,11.9730000000,14.2730000000,8.6640000000,11.8400000000,75.6250000000,71055.1819999998,621887,7541,621887,621887,575264,194010,0,0,0,4096,0,0,0,0,0,0,0,0,1,437313,7541,119038.8670000000,20837.6720000000,0.3060000000,2583.3580000000,311851.1830000000,47047.2790000000,47042.1280000000,0.0060000000,71991.5820000000,9781217,9781208,67138379,67138388,9551537,9551528,9551519,9551528,0,0,229680,229680,0.5122028589,0.5122027397
0,lfw/Adrian_Nastase/Adrian_Nastase_0001.jpg,lfw/Michael_Stark/Michael_Stark_0001.jpg,False,False,0.9106676504015923,0.9106677175,425.1603410243988,409.9019672870636,15.258373737335205,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.1.177 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",29.17,7.41,8%,6:49.39,0,0,0,0,135656,0,6,67057,85370,42201,0,592,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.1.177 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",28.79,7.61,8%,6:49.38,0,0,0,0,135684,0,0,66928,96294,45311,0,0,0,0,0,0,4096,0,not measured,not measured,47.9421106505,23.9510000000,0.4072801350,223.1110000000,233.0470000000,227.7520000000,12.9570000000,8.0020000000,4.2280000000,14.3730000000,12.4960000000,3.9180000000,8.7340000000,9.9530000000,14.3180000000,7.7550000000,9.6620000000,66.3150000000,39679.0879999998,621887,7541,621887,621887,575264,194010,0,0,0,4096,0,0,0,0,0,0,0,0,1,437313,7541,69971.3340000000,21758.6860000000,0.3180000000,188.6630000000,315484.5780000000,29401.4100000000,29396.0360000000,0.0090000000,40569.9030000000,9781208,9781208,67138388,67138388,9551528,9551528,9551528,9551528,0,0,229680,229680,0.9106676579,0.9106677175,49.1437611467,24.0253125000,0.4124128164,214.1900000000,229.2500000000,232.1450000000,10.2470000000,10.9780000000,3.0720000000,8.2510000000,7.1140000000,5.0410000000,8.9210000000,10.7500000000,11.8790000000,9.8910000000,12.4040000000,77.0390000000,39684.7169999998,621887,7541,621887,621887,575264,194010,0,0,0,4096,0,0,0,0,0,0,0,0,1,437313,7541,69994.8100000000,21226.6090000000,0.3020000000,719.8280000000,315483.0940000000,29401.8540000000,29396.3220000000,0.0060000000,40592.9500000000,9781217,9781208,67138379,67138388,9551537,9551528,9551528,9551528,0,0,229680,229680,0.9106676579,0.9106677175
0,lfw/Adrien_Brody/Adrien_Brody_0001.jpg,lfw/Adrien_Brody/Adrien_Brody_0002.jpg,False,True,0.9199863970279694,0.9199863672,345.45235872268677,328.31985330581665,17.132505416870117,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.1.177 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",29.11,7.47,11%,5:27.94,0,0,0,0,135728,0,6,67381,81126,38690,0,264,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.1.177 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",28.74,8.01,11%,5:27.60,0,0,0,0,135716,0,0,66923,95544,46212,0,0,0,0,0,0,4096,0,not measured,not measured,47.6213396618,22.6073750000,0.5871691180,227.6480000000,236.6080000000,219.9990000000,11.7340000000,8.0040000000,3.6930000000,14.1190000000,11.3390000000,4.7690000000,9.3060000000,10.8630000000,12.8540000000,8.7190000000,10.3420000000,75.6610000000,51736.2250000000,621887,7541,621887,621887,575264,194010,0,0,0,4096,0,0,0,0,0,0,0,0,1,437313,7541,84665.2200000000,21897.0210000000,0.3700000000,261.2560000000,219148.7430000000,32016.5090000000,32003.8060000000,0.0100000000,52648.7050000000,9781208,9781208,67138388,67138388,9551528,9551529,9551528,9551528,0,0,229680,229679,0.9199864268,0.9199863672,48.9760021894,22.6313750000,0.5966718585,226.7760000000,238.8010000000,249.9050000000,11.6900000000,9.7770000000,4.9050000000,10.3930000000,7.7690000000,3.9480000000,9.1960000000,10.5000000000,14.0360000000,8.1340000000,11.9840000000,66.3900000000,51734.7500000000,621887,7541,621887,621887,575264,194010,0,0,0,4096,0,0,0,0,0,0,0,0,1,437313,7541,84658.2500000000,21320.3910000000,0.3320000000,505.1030000000,219147.5630000000,32008.0320000000,32002.8340000000,0.0060000000,52650.2110000000,9781208,9781208,67138388,67138388,9551528,9551528,9551528,9551528,0,0,229680,229680,0.9199864268,0.9199863672
0,lfw/Adrien_Brody/Adrien_Brody_0001.jpg,lfw/Adrien_Brody/Adrien_Brody_0003.jpg,False,True,0.8289421051740646,0.8289422989,314.376886844635,298.8962399959564,15.480646848678589,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.1.177 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",29.24,7.11,12%,4:58.20,0,0,0,0,135744,0,0,67059,79534,41998,0,24,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.1.177 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",29.46,7.34,12%,4:58.47,0,0,0,0,135760,0,0,66886,97046,46207,0,0,0,0,0,0,4096,0,not measured,not measured,47.5302555141,7.6283750000,0.6393402041,219.7210000000,232.1180000000,216.0300000000,11.5840000000,8.0970000000,3.6960000000,13.9720000000,10.5300000000,3.8670000000,9.2760000000,10.9510000000,11.5500000000,8.9300000000,9.5740000000,73.0740000000,39098.3529999999,621887,7541,621887,621887,575264,194010,0,0,0,4096,0,0,0,0,0,0,0,0,1,437313,7541,73129.1180000000,21951.7390000000,0.3160000000,23.5100000000,201148.9040000000,33149.3860000000,33143.9460000000,0.0090000000,39979.7250000000,9781208,9781208,67138388,67138388,9551528,9551528,9551528,9551528,0,0,229680,229680,0.8289421201,0.8289422989,48.4033145682,7.6158750000,0.6497119593,224.9640000000,232.9830000000,234.3490000000,9.6310000000,9.3580000000,3.5610000000,9.2710000000,7.3520000000,4.1890000000,8.5370000000,10.1640000000,14.6480000000,8.1740000000,12.0660000000,67.1870000000,39086.0820000000,621887,7541,621887,621887,575264,194010,0,0,0,4096,0,0,0,0,0,0,0,0,1,437313,7541,73123.8380000000,21546.8670000000,0.3390000000,726.7960000000,201149.0830000000,33148.9080000000,33143.7510000000,0.0070000000,39974.9240000000,9781208,9781208,67138379,67138388,9551537,9551528,9551528,9551528,0,0,229671,229680,0.8289421201,0.8289422989
0,lfw/Adrien_Brody/Adrien_Brody_0001.jpg,lfw/Adrien_Brody/Adrien_Brody_0004.jpg,False,True,0.7118381857872009,0.7118384242,414.7522509098053,398.61662340164185,16.135627508163452,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.1.177 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",29.40,8.11,9%,6:38.18,0,0,0,0,135728,0,0,67063,97749,45387,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.1.177 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",29.19,8.07,9%,6:38.20,0,0,0,0,135672,0,0,66923,97797,43024,0,0,0,0,0,0,4096,0,not measured,not measured,47.4494506962,8.1506250000,0.4658856320,226.0560000000,239.5690000000,222.7760000000,12.2840000000,7.8630000000,4.9740000000,11.9890000000,10.3220000000,3.8130000000,8.7130000000,10.4830000000,10.7620000000,9.8270000000,11.0000000000,75.4490000000,61016.8630000000,621887,7541,621887,621887,575264,194010,0,0,0,4096,0,0,0,0,0,0,0,0,1,437313,7541,98481.4810000000,22013.5950000000,0.3210000000,19.0060000000,275676.4430000000,36560.2380000000,36555.1030000000,0.0060000000,61921.2360000000,9781208,9781208,67138388,67138388,9551528,9551528,9551528,9551528,0,0,229680,229680,0.7118381858,0.7118384242,48.2643066552,8.1214375000,0.4804501205,224.9990000000,239.8040000000,229.1120000000,10.1480000000,9.6780000000,4.0610000000,10.3610000000,7.7770000000,5.9750000000,9.0290000000,10.3180000000,13.9150000000,8.5680000000,12.3620000000,66.4820000000,61010.4800000001,621887,7541,621887,621887,575264,194010,0,0,0,4096,0,0,0,0,0,0,0,0,1,437313,7541,98480.7650000000,21606.9830000000,0.3420000000,473.2080000000,275675.4460000000,36573.5350000000,36567.1580000000,0.0060000000,61907.2220000000,9781217,9781208,67138379,67138388,9551537,9551537,9551528,9551528,0,0,229680,229671,0.7118381858,0.7118384242
0,lfw/Adrien_Brody/Adrien_Brody_0001.jpg,lfw/Adrien_Brody/Adrien_Brody_0006.jpg,True,True,0.5517679750919342,0.5517678261,358.2373523712158,342.34097242355347,15.896379947662354,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.1.177 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",29.52,7.77,10%,5:41.89,0,0,0,0,135668,0,3,67059,96785,48432,0,376,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.1.177 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",28.91,7.88,10%,5:41.94,0,0,0,0,135736,0,0,66923,96835,40907,0,0,0,0,0,0,4096,0,not measured,not measured,47.4390004640,14.6295625000,0.5289699746,215.5310000000,235.1730000000,222.7010000000,11.7370000000,7.9780000000,6.5610000000,12.9160000000,10.2340000000,4.1230000000,8.5780000000,10.1070000000,11.9240000000,7.7640000000,9.5010000000,66.9340000000,43266.0710000002,621887,7541,621887,621887,575264,194010,0,0,0,4096,0,0,0,0,0,0,0,0,1,437313,7541,74800.3320000000,22010.3570000000,0.3440000000,24.3100000000,243015.4050000000,30654.9900000000,30649.8360000000,0.0070000000,44145.3350000000,9781208,9781208,67138388,67138388,9551528,9551528,9551520,9551528,0,0,229680,229680,0.5517679453,0.5517678261,48.4767231250,14.7258125000,0.5416512825,215.3280000000,238.5180000000,221.3710000000,9.3540000000,8.6290000000,2.9630000000,9.2060000000,7.7530000000,4.1830000000,8.7660000000,9.6520000000,14.0500000000,8.1780000000,11.4460000000,71.7990000000,43252.4020000000,621887,7541,621887,621887,575264,194010,0,0,0,4096,0,0,0,0,0,0,0,0,1,437313,7541,74802.8770000000,21515.6560000000,0.3510000000,647.5520000000,243013.1210000000,30677.1520000000,30671.8710000000,0.0070000000,44125.7200000000,9781217,9781208,67138379,67138388,9551537,9551537,9551528,9551528,0,0,229680,229671,0.5517679453,0.5517678261
0,lfw/Adrien_Brody/Adrien_Brody_0001.jpg,lfw/Adrien_Brody/Adrien_Brody_0007.jpg,False,True,0.6581714153289795,0.6581714153,355.43098640441895,338.9793508052826,16.451635599136353,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.1.177 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",29.44,7.84,11%,5:38.58,0,0,0,0,135732,0,0,67382,94628,42454,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.1.177 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",29.37,7.64,10%,5:38.14,0,0,0,0,135640,0,0,66921,100080,43661,0,0,0,0,0,0,4096,0,not measured,not measured,47.4535252038,8.8196875000,0.5213086032,217.9100000000,242.4610000000,216.7410000000,11.9560000000,7.9170000000,3.0680000000,10.2570000000,9.1100000000,3.4690000000,8.3750000000,10.2620000000,9.3710000000,8.5220000000,9.6760000000,69.8400000000,41893.0660000000,621887,7541,621887,621887,575264,194010,0,0,0,4096,0,0,0,0,0,0,0,0,1,437313,7541,67886.3930000000,22005.5620000000,0.3030000000,140.9980000000,246533.4870000000,25119.1240000000,25113.7570000000,0.0100000000,42767.2600000000,9781208,9781208,67138388,67138388,9551528,9551528,9551528,9551528,0,0,229680,229680,0.6581714153,0.6581714153,47.9198121843,8.6984375000,0.5309239055,214.8250000000,225.8470000000,228.2790000000,11.4240000000,8.4750000000,3.0060000000,10.7240000000,7.5920000000,4.9900000000,8.7900000000,8.6970000000,13.5980000000,7.7920000000,11.8170000000,64.4090000000,41902.3910000001,621887,7541,621887,621887,575264,194010,0,0,0,4096,0,0,0,0,0,0,0,0,1,437313,7541,67889.2430000000,21758.6900000000,0.3120000000,14.2300000000,246526.0940000000,25122.3520000000,25117.0130000000,0.0060000000,42766.8860000000,9781217,9781208,67138379,67138388,9551537,9551528,9551519,9551528,0,0,229680,229680,0.6581714153,0.6581714153
0,lfw/Adrien_Brody/Adrien_Brody_0001.jpg,lfw/Adrien_Brody/Adrien_Brody_0008.jpg,True,True,0.4181985855102539,0.4181988835,362.34184527397156,345.9340295791626,16.40781569480896,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.1.177 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",29.43,7.79,10%,5:45.49,0,0,0,0,135640,0,0,67057,92897,46661,0,24,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.1.177 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",29.21,7.89,10%,5:45.51,0,0,0,0,135684,0,0,66929,98363,46316,0,0,0,0,0,0,4096,0,not measured,not measured,47.4522959613,31.9728750000,0.5155612912,222.2740000000,240.3480000000,221.7740000000,11.4700000000,7.5910000000,5.4840000000,10.7060000000,9.7170000000,4.1970000000,9.1690000000,10.6500000000,12.5420000000,9.6390000000,10.5650000000,77.8480000000,42008.5310000001,621887,7541,621887,621887,575264,194010,0,0,0,4096,0,0,0,0,0,0,0,0,1,437313,7541,71859.1250000000,22008.2660000000,0.3360000000,28.6280000000,249584.5890000000,28949.4330000000,28944.0380000000,0.0090000000,42909.6840000000,9781208,9781208,67138388,67138388,9551528,9551528,9551528,9551528,0,0,229680,229680,0.4181985259,0.4181988835,48.0789817473,32.0534375000,0.5262719392,216.4040000000,227.8400000000,223.0010000000,9.5760000000,8.5570000000,2.8950000000,8.6000000000,7.2340000000,4.6680000000,8.6280000000,9.7710000000,12.3520000000,8.0440000000,11.9490000000,72.2400000000,42047.3460000000,621887,7541,621887,621887,575264,194010,0,0,0,4096,0,0,0,0,0,0,0,0,1,437313,7541,71859.1450000000,21688.0820000000,0.3100000000,414.3130000000,249585.4210000000,28948.0920000000,28942.9050000000,0.0060000000,42911.0460000000,9781217,9781208,67138379,67138388,9551537,9551528,9551528,9551528,0,0,229680,229680,0.4181985259,0.4181988835
0,lfw/Adrien_Brody/Adrien_Brody_0001.jpg,lfw/Adrien_Brody/Adrien_Brody_0009.jpg,True,True,0.5832369327545166,0.583237052,370.7981855869293,354.56510853767395,16.23307704925537,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.1.177 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",29.73,7.78,10%,5:54.18,0,0,0,0,135668,0,0,67380,95873,43679,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.1.177 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",29.22,7.95,10%,5:53.90,0,0,0,0,135744,0,0,66929,99365,42886,0,0,0,0,0,0,4096,0,not measured,not measured,47.3881976362,8.2408125000,0.5521875899,221.2970000000,239.1570000000,223.7600000000,12.4070000000,8.2020000000,4.6290000000,11.1910000000,10.6340000000,3.6990000000,8.2540000000,10.3980000000,11.2330000000,9.0960000000,10.2010000000,76.7590000000,57124.4860000001,621887,7541,621887,621887,575264,194010,0,0,0,4096,0,0,0,0,0,0,0,0,1,437313,7541,97375.4780000000,22040.1250000000,0.3490000000,15.9880000000,232743.5200000000,39354.9960000000,39349.8850000000,0.0070000000,58020.4750000000,9781208,9781208,67138388,67138388,9551528,9551537,9551528,9551528,0,0,229680,229671,0.5832370520,0.5832370520,47.9556694794,8.2034375000,0.5703141826,219.4590000000,232.1020000000,229.5700000000,9.7000000000,10.1700000000,2.4660000000,9.3670000000,7.5530000000,5.6520000000,10.9380000000,10.9400000000,12.5670000000,8.1700000000,12.2300000000,69.1780000000,57139.8019999999,621887,7541,621887,621887,575264,194010,0,0,0,4096,0,0,0,0,0,0,0,0,1,437313,7541,97382.0760000000,21743.2320000000,0.3370000000,108.2320000000,232742.7350000000,39349.2260000000,39343.9760000000,0.0070000000,58032.8440000000,9781217,9781208,67138379,67138388,9551537,9551528,9551519,9551528,0,0,229680,229680,0.5832370520,0.5832370520
